Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,1.0,1.0,0.0,'i',1.6365604400634766,1.6365604400634766,0.0,24.706745147705078,24.706745147705078,0.0,,25.190114974975586,25.190114974975586,0.0,,24.706745147705078,24.706745147705078,0.0,25.20721435546875,25.20721435546875,0.0,3.0
Space has an end,i,1.0,1.0,1.0,0.0,'i',1.456874132156372,1.456874132156372,0.0,19.322559356689453,19.322559356689453,0.0,,19.80524253845215,19.80524253845215,0.0,,19.322559356689453,19.322559356689453,0.0,19.821796417236328,19.821796417236328,0.0,0.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',1.7688496112823486,1.7688496112823486,0.0,22.92164421081543,22.92164421081543,0.0,,23.405160903930664,23.405160903930664,0.0,,22.92164421081543,22.92164421081543,0.0,23.421918869018555,23.421918869018555,0.0,2.0
Numbers are finite,i,1.0,1.0,1.0,0.0,'i',4.014988899230957,4.014988899230957,0.0,26.390098571777344,26.390098571777344,0.0,,26.873811721801758,26.873811721801758,0.0,,26.390098571777344,26.390098571777344,0.0,26.890628814697266,26.890628814697266,0.0,4.0
An inch cannot go on forever,e,1.0,1.0,1.0,0.0,'e',2.053725242614746,2.053725242614746,0.0,20.821670532226562,20.821670532226562,0.0,,21.289281845092773,21.289281845092773,0.0,,20.821670532226562,20.821670532226562,0.0,21.323406219482422,21.323406219482422,0.0,1.0

extraInfo
participant,001
session,001
date,2021_Nov_20_1523
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.033225407471896
